Tahun;P;Provinsi;Kabupaten/Kota;Nama Fasilitas;Jenis;Status;Sampahmasuk (ton/thn);Sampahterkelola (ton/thn);Bahan baku Pakan Ternak;Bahan baku Kompos;Bahan baku Daur Ulang;Bahan baku Up-cycle;Bahan baku Sumber Energi;Alamat;Kelurahan;Kecamatan;Pengelola
2022;2;Kalimantan Timur;Kab. Kutai Timur;Bank Sampah Berseri;BSI;A;0,73;0,00;0,00;0,00;0,00;0,00;0,00;Jln. Poros Bontang - Samarinda Km. 13 RT. 18 Desa Suka Damai Kec. Teluk Pandan;;;Masyarakat
2022;2;Kalimantan Timur;Kab. Kutai Timur;Tim Pembina Bank Sampah;BSI;A;146,00;16,43;2,92;0,00;9,86;3,65;0,00;Gg. Sulawesi;;;LSM
2022;2;Kalimantan Timur;Kab. Kutai Timur;Bank Sampah RKPL;BSI;A;1,46;0,00;0,00;0,00;0,00;0,00;0,00;Kabo;Swargabara;Samgatta Utara;LSM
2022;2;Kalimantan Timur;Kab. Kutai Timur;Bank Sampah Berseri;BSI;A;0,73;0,00;0,00;0,00;0,00;0,00;0,00;Jln. Poros Bontang - Samarinda Km. 13 RT. 18 Desa Suka Damai Kec. Teluk Pandan;;;Masyarakat
2022;2;Kalimantan Timur;Kab. Kutai Timur;Tim Pembina Bank Sampah;BSI;A;146,00;16,43;2,92;0,00;9,86;3,65;0,00;Gg. Sulawesi;;;LSM
2022;2;Kalimantan Timur;Kab. Penajam Paser Utara;Bank Sampah Induk Benuo Taka;BSI;A;34,09;33,12;0,00;0,00;33,12;0,00;0,00;Nenang;Nenang;Penajam;Pemda
2022;2;Kalimantan Timur;Kab. Penajam Paser Utara;Bank Sampah Induk Benuo Taka;BSI;A;34,09;33,12;0,00;0,00;33,12;0,00;0,00;Nenang;Nenang;Penajam;Pemda
2022;1;Kalimantan Timur;Kota Balikpapan;Bank Sampah Induk I;BSI;A;394,20;286,01;0,00;0,00;286,01;0,00;0,00;Jl. Proklamasi;Manggar;Balikpapan Timur;Masyarakat
2022;2;Kalimantan Timur;Kota Balikpapan;Bank Sampah Induk Kota Hijau;BSI;A;7,30;7,30;0,00;0,00;7,30;0,00;0,00;Jl. Daksa Barat, RT.01;;;LSM
2022;2;Kalimantan Timur;Kota Samarinda;BSI Bungas Mahakam;BSI;A;685,40;685,33;0,00;0,00;685,33;0,00;0,00;Jl. Padat Karya gg Ring Road Bengkuring;;;Masyarakat
2022;2;Kalimantan Timur;Kota Bontang;Bessai Berinta;BSI;A;182,50;182,50;0,00;0,00;182,50;0,00;0,00;Jl. Kapten Piere Tendean RT. 09;Kelurahan Bontang Kuala;Bontang Utara;Pemda
2022;2;Kalimantan Utara;Kab. Nunukan;Bank Sampah Induk Nunukan;BSI;A;0,99;0,96;0,00;0,00;0,00;0,96;0,00;Jl. Tunggal Tanggul;Nunukan Barat;Nunukan;Pemda
2022;2;Kalimantan Utara;Kab. Nunukan;Bank Sampah Induk Nunukan;BSI;A;0,99;0,96;0,00;0,00;0,00;0,96;0,00;Jl. Tunggal Tanggul;Nunukan Barat;Nunukan;Pemda
2022;2;Sulawesi Utara;Kab. Kepulauan Sangihe;Bank Sampah Malahasa;BSI;A;3,65;3,48;0,00;0,00;3,48;0,00;0,00;Area Terminal Tona;;;LSM
2022;2;Sulawesi Utara;Kab. Kepulauan Sangihe;Bank Sampah Malahasa;BSI;A;3,65;3,48;0,00;0,00;3,48;0,00;0,00;Area Terminal Tona;;;LSM
2022;2;Sulawesi Utara;Kab. Minahasa Selatan;Bank Sampah Kace Kai Ang;BSI;A;1.121,28;820,52;200,75;12,78;602,25;4,75;0,00;TPA Mobongo;Kawangkoan Bawah;Amurang Barat;Masyarakat
2022;2;Sulawesi Utara;Kab. Minahasa Selatan;Bank Sampah Kace Kai Ang;BSI;A;1.121,28;820,52;200,75;12,78;602,25;4,75;0,00;TPA Mobongo;Kawangkoan Bawah;Amurang Barat;Masyarakat
2022;2;Sulawesi Utara;Kota Bitung;"Bank Sampah Induk ""PROMIRAH'' Kota Bitung";BSI;A;47,85;45,26;0,00;0,00;45,26;0,00;0,00;Girian Indah;;;Masyarakat
2022;2;Sulawesi Utara;Kota Bitung;Bank Sampah Madidir Ure;BSI;A;2,19;2,19;0,00;0,37;1,83;0,00;0,00;Madidir Ure;;;Masyarakat
2022;2;Sulawesi Utara;Kota Bitung;"Bank Sampah ""Torang Punya""";BSI;A;2,19;2,19;0,00;0,37;1,83;0,00;0,00;Kel. Sagerat Weru Satu;;;Masyarakat
2022;2;Sulawesi Utara;Kota Bitung;"Bank Sampah ""Amanah""";BSI;A;2,19;2,19;0,00;0,37;1,83;0,00;0,00;Kel. Girian Bawah;;;Masyarakat
2022;2;Sulawesi Utara;Kota Bitung;Bank Sampah Cemara;BSI;A;2,19;2,19;0,00;0,37;1,83;0,00;0,00;Kel. Girian Weru Dua;;;Masyarakat
2022;2;Sulawesi Utara;Kota Bitung;Bank Sampah Girian Indah;BSI;A;2,19;2,19;0,00;0,37;1,83;0,00;0,00;Kel. Girian Indah;;;Masyarakat
2022;2;Sulawesi Utara;Kota Kotamobagu;Bank Sampah Induk Idaman;BSI;A;356,61;355,88;0,00;0,00;355,88;0,00;0,00;Raya AKD;Poyowa Kecil;Kotamobagu Selatan;Masyarakat
2022;2;Sulawesi Tengah;Kab. Banggai;Bank Sampah Induk BERLIAN;BSI;A;1,83;1,83;0,00;0,00;1,83;0,00;0,00;JL. J. URIP SUMORHAJO NO. 2;KARATON;LUWUK;Masyarakat
2022;2;Sulawesi Tengah;Kab. Banggai;Bank Sampah Induk BERLIAN;BSI;A;1,83;1,83;0,00;0,00;1,83;0,00;0,00;JL. J. URIP SUMORHAJO NO. 2;KARATON;LUWUK;Masyarakat
2022;2;Sulawesi Tengah;Kab. Donggala;Bank Sampah Induk Donggala Jaya;BSI;A;912,50;912,50;0,00;365,00;547,50;0,00;0,00;Jl. Labuan Bajo;Labuan Bajo;Banawa;Masyarakat
2022;2;Sulawesi Tengah;Kab. Morowali;Bank Sampah Induk Moroa;BSI;A;58,40;0,00;0,00;0,00;0,00;0,00;0,00;Komplex Kota Terpadu Mandiri Desa Bahomohoni;-;Bungku Tengah;Pemda
2022;2;Sulawesi Tengah;Kab. Morowali;Bank Sampah Induk Moroa;BSI;A;58,40;0,00;0,00;0,00;0,00;0,00;0,00;Komplex Kota Terpadu Mandiri Desa Bahomohoni;-;Bungku Tengah;Pemda
2022;2;Sulawesi Tengah;Kab. Parigi Moutong;Parigita;BSI;A;470,47;350,90;0,00;0,00;350,90;0,00;0,00;Jl. Kampali Kompleks perkantoran Desa Bambalemo;Desa Bambalembo;Parigi;Pemda
2022;2;Sulawesi Tengah;Kab. Parigi Moutong;Parigita;BSI;A;470,47;350,90;0,00;0,00;350,90;0,00;0,00;Jl. Kampali Kompleks perkantoran Desa Bambalemo;Desa Bambalembo;Parigi;Pemda
2022;2;Sulawesi Selatan;Kab. Kepulauan Selayar;Bank Sampah Tanadoang;BSI;A;50,95;50,95;0,00;0,00;50,95;0,00;0,00;Jalan Metro No 1 Benteng;Benteng Utara;Benteng;Pemda
2022;2;Sulawesi Selatan;Kab. Kepulauan Selayar;Bank Sampah Tanadoang;BSI;A;50,95;50,95;0,00;0,00;50,95;0,00;0,00;Jalan Metro No 1 Benteng;Benteng Utara;Benteng;Pemda
2022;2;Sulawesi Selatan;Kab. Bulukumba;Bank Sampah Induk MANDIRI;BSI;A;1.087,44;1.086,46;0,00;5,11;1.081,35;0,00;0,00;KOMP.TAMAN KOTA;LOKA;UJUNG BULU;LSM
2022;2;Sulawesi Selatan;Kab. Bantaeng;Bank Sampah Induk Butta Toa;BSI;A;273,75;273,75;0,00;18,25;255,50;0,00;0,00;Bonto Sunggu;Bonto Sunggu;Bissappu;Pemda
2022;2;Sulawesi Selatan;Kab. Bantaeng;Bank Sampah Induk Butta Toa;BSI;A;273,75;273,75;0,00;18,25;255,50;0,00;0,00;Bonto Sunggu;Bonto Sunggu;Bissappu;Pemda
2022;2;Sulawesi Selatan;Kab. Sinjai;Bank Sampah Induk Bank Sampah Sinjai Bersatu;BSI;A;286,79;257,91;0,00;0,00;255,50;2,41;0,00;Persatuan Raya No. 141;Biringere;Sinjai Utara;LSM
2022;2;Sulawesi Selatan;Kab. Sinjai;Bank Sampah Induk Bank Sampah Sinjai Bersatu;BSI;A;286,79;257,91;0,00;0,00;255,50;2,41;0,00;Persatuan Raya No. 141;Biringere;Sinjai Utara;LSM
2022;2;Sulawesi Selatan;Kab. Bone;Bank Sampah Induk MABESSA;BSI;A;43,80;42,78;0,00;0,00;41,03;1,75;0,00;Jl. Lappawawoi Kr. Sigeri;Biru;Tanete Riattang;Pemda
2022;2;Sulawesi Selatan;Kab. Bone;Bank Sampah Induk MABESSA;BSI;A;43,80;42,78;0,00;0,00;41,03;1,75;0,00;Jl. Lappawawoi Kr. Sigeri;Biru;Tanete Riattang;Pemda
2022;2;Sulawesi Selatan;Kab. Maros;BANK SAMPAH INDUK TURIKALE;BSI;A;638,75;620,50;0,00;0,00;620,50;0,00;0,00;Jl. Nasrum Amrullah;Pettuadae;Turikale;LSM
2022;2;Sulawesi Selatan;Kab. Maros;BANK SAMPAH INDUK TURIKALE;BSI;A;638,75;620,50;0,00;0,00;620,50;0,00;0,00;Jl. Nasrum Amrullah;Pettuadae;Turikale;LSM
2022;2;Sulawesi Selatan;Kab. Pangkajene Kepulauan;BANK SAMPAH INDUK RAHMAWATI;BSI;A;12,08;9,79;0,00;0,00;9,79;0,00;0,00;JL. SULTAN HASANUDDIN;PADOANG-DOANGAN;PANGKAJENE;Masyarakat
2022;2;Sulawesi Selatan;Kab. Barru;Bank Sampah Induk LESTARI;BSI;A;109,50;104,68;0,00;0,00;104,68;0,00;0,00;Bottolai;Coppo;Barru;Masyarakat
2022;2;Sulawesi Selatan;Kab. Barru;Bank Sampah Induk ANUGERAH ALAM;BSI;A;83,95;80,30;0,00;0,00;80,30;0,00;0,00;Jl. Tinumbu;Mangempang;Barru;Masyarakat
2022;2;Sulawesi Selatan;Kab. Soppeng;"Bank Sampah Induk ""Mappepaccing""";BSI;A;0,95;0,78;0,00;0,00;0,78;0,00;0,00;Lempa;Lalabata Rilau;Lalabata;LSM
2022;2;Sulawesi Selatan;Kab. Soppeng;"Bank Sampah Induk ""Mappepaccing""";BSI;A;0,95;0,78;0,00;0,00;0,78;0,00;0,00;Lempa;Lalabata Rilau;Lalabata;LSM
2022;2;Sulawesi Selatan;Kab. Wajo;Bank Sampah Padduppa;BSI;A;187,98;9,24;0,00;0,00;0,00;9,24;0,00;Lepppangeng;;;Masyarakat
2022;2;Sulawesi Selatan;Kab. Wajo;Bank Sampah Padduppa;BSI;A;187,98;9,24;0,00;0,00;0,00;9,24;0,00;Lepppangeng;;;Masyarakat
2022;2;Sulawesi Selatan;Kab. Sidenreng Rappang;Bank Sampah Induk Sidrap;BSI;A;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Jalan Ressan No. 3 Pangkajene Sidenreng;Majjelling;Maritengngae;Pemda
2022;2;Sulawesi Selatan;Kab. Sidenreng Rappang;Bank Sampah Induk Sidrap;BSI;A;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Jalan Ressan No. 3 Pangkajene Sidenreng;Majjelling;Maritengngae;Pemda
2022;2;Sulawesi Selatan;Kab. Pinrang;Bank sampah peduli pinrang;BSI;A;186,15;184,18;0,00;0,00;184,18;0,00;0,00;Jl. Bulu Saraung;;;Masyarakat
2022;2;Sulawesi Selatan;Kab. Pinrang;Bank sampah peduli pinrang;BSI;A;186,15;184,18;0,00;0,00;184,18;0,00;0,00;Jl. Bulu Saraung;;;Masyarakat
2022;2;Sulawesi Selatan;Kab. Enrekang;Bank Sampah Induk BANK SAMPAH PUSAT ENREKANG;BSI;A;870,16;687,66;0,00;0,00;687,66;0,00;0,00;JL. JENDERAL SUDIRMAN NO. 22;KELURAHAN LEORAN;ENREKANG;LSM
2022;2;Sulawesi Selatan;Kab. Enrekang;Bank Sampah Induk BANK SAMPAH PUSAT ENREKANG;BSI;A;870,16;687,66;0,00;0,00;687,66;0,00;0,00;JL. JENDERAL SUDIRMAN NO. 22;KELURAHAN LEORAN;ENREKANG;LSM
2022;2;Sulawesi Selatan;Kab. Luwu Timur;Bank Sampah Luwu Timur (BSLT);BSI;A;94,90;94,90;0,00;0,00;94,90;0,00;0,00;R.A. Kartini;Puncak Indah;Malili;Masyarakat
2022;2;Sulawesi Selatan;Kab. Luwu Timur;Bank Sampah Luwu Timur (BSLT);BSI;A;94,90;94,90;0,00;0,00;94,90;0,00;0,00;R.A. Kartini;Puncak Indah;Malili;Masyarakat
2022;2;Sulawesi Selatan;Kota Parepare;Bank Sampah Labukkang;BSI;A;11,86;11,50;0,00;0,00;11,50;0,00;0,00;Jl. Mattirotasi;;;Masyarakat
2022;2;Sulawesi Selatan;Kota Parepare;Bank Sampah Peduli;BSI;A;9,13;8,30;0,00;0,00;8,30;0,00;0,00;Jl. H. A. Arsyad;;;Masyarakat
2022;2;Sulawesi Selatan;Kota Palopo;Bank Sampah Induk Mappacing;BSI;A;189,80;188,34;0,00;0,00;188,34;0,00;0,00;Dr.Ratulangi;Batuwalenrang;Telluwanua;LSM
2022;2;Sulawesi Tenggara;Kab. Kolaka;NAMPAH;BSI;A;36,14;35,41;0,00;0,00;30,66;4,75;0,00;Jl. Badewi;Laloeha;Kolaka;Masyarakat
2022;2;Sulawesi Tenggara;Kab. Kolaka;NAMPAH;BSI;A;36,14;35,41;0,00;0,00;30,66;4,75;0,00;Jl. Badewi;Laloeha;Kolaka;Masyarakat
2022;2;Sulawesi Tenggara;Kab. Kolaka Utara;RINDU ALAM;BSI;A;547,50;547,50;0,00;0,00;547,50;0,00;0,00;JL. adiyaksa;LASUSUA;LASUSUA;LSM
2022;2;Sulawesi Tenggara;Kab. Kolaka Utara;RINDU ALAM;BSI;A;547,50;547,50;0,00;0,00;547,50;0,00;0,00;JL. adiyaksa;LASUSUA;LASUSUA;LSM
2022;2;Sulawesi Tenggara;Kota Bau Bau;Bank Sampah Hijau lingkungan;BSI;A;109,50;109,50;0,00;0,00;91,25;18,25;0,00;Jl. Pahlawan;;;Masyarakat
2022;2;Gorontalo;Kab. Gorontalo;Gemilang;BSI;A;2.138,90;0,00;0,00;0,00;0,00;0,00;0,00;Jalan Yusuf Hasiru No 269;Kayubulan;Limboto;Pemda
2022;2;Gorontalo;Kab. Gorontalo;UD. Haniyah;BSI;A;5.475,00;0,00;0,00;0,00;0,00;0,00;0,00;Jalan A.A. Wahab;Ulapato A;Telaga Biru;LSM
2022;2;Gorontalo;Kab. Gorontalo;Gemilang;BSI;A;2.138,90;0,00;0,00;0,00;0,00;0,00;0,00;Jalan Yusuf Hasiru No 269;Kayubulan;Limboto;Pemda
2022;2;Gorontalo;Kab. Gorontalo;UD. Haniyah;BSI;A;5.475,00;0,00;0,00;0,00;0,00;0,00;0,00;Jalan A.A. Wahab;Ulapato A;Telaga Biru;LSM
2022;2;Gorontalo;Kab. Pohuwato;BANK SAMPAH HIMALAYA;BSI;A;532,90;532,83;0,00;0,00;532,83;0,00;0,00;PALOPO;PALOPO;MARISA;Pemda
2022;2;Gorontalo;Kab. Pohuwato;BANK SAMPAH HIMALAYA;BSI;A;532,90;532,83;0,00;0,00;532,83;0,00;0,00;PALOPO;PALOPO;MARISA;Pemda
2022;2;Gorontalo;Kota Gorontalo;Bank Sampah Induk ILOHELUMA;BSI;A;620,50;620,50;0,00;0,00;620,50;0,00;0,00;KOTA GORONTALO;;;LSM
2022;2;Sulawesi Barat;Kab. Mamuju;Bank Sampah Manakarra Keren;BSI;A;231.184,80;230.591,67;0,00;0,00;230.591,67;0,00;0,00;Jl. Soekarno Hatta;;;Pemda
2022;2;Sulawesi Barat;Kab. Mamuju;Bank Sampah Manakarra Keren;BSI;A;231.184,80;230.591,67;0,00;0,00;230.591,67;0,00;0,00;Jl. Soekarno Hatta;;;Pemda
2022;2;Maluku;Kab. Maluku Tengah;BANK SAMPAH DLH MALUKU TENGAH;BSI;A;11,68;11,68;0,00;0,00;11,68;0,00;0,00;JL. R.A. KARTINI - MASOHI;;;Pemda
2022;2;Maluku;Kab. Maluku Tengah;BANK SAMPAH DLH MALUKU TENGAH;BSI;A;11,68;11,68;0,00;0,00;11,68;0,00;0,00;JL. R.A. KARTINI - MASOHI;;;Pemda
2022;2;Maluku Utara;Kota Tidore Kepulauan;BSI Kota Tidore Kepulauan;BSI;A;70,08;0,00;0,00;0,00;0,00;0,00;0,00;Jalan Sultan Syaifuddin;Soasio;Tidore;Pemda
2022;2;Papua;Kab. Jayapura;KENAMBAI UMBAI;BSI;A;5.493,25;5.493,25;0,00;0,00;5.493,25;0,00;0,00;Jalan Komba RT 03 / RW 03;;;LSM
2022;2;Papua;Kab. Jayapura;KENAMBAI UMBAI;BSI;A;5.493,25;5.493,25;0,00;0,00;5.493,25;0,00;0,00;Jalan Komba RT 03 / RW 03;;;LSM
2022;2;Papua;Kab. Kepulauan Yapen;MANAINUMI;BSI;A;36,50;36,50;0,00;36,50;0,00;0,00;0,00;JLN. Waenakawini;;;Masyarakat
2022;2;Papua;Kab. Biak Numfor;Bank Sampah Biak (BSB);BSI;A;461,36;461,10;0,00;54,75;401,50;4,85;0,00;Jl. Pasar Darfuar Biak;Kelurahan Brambaken;Distrik Samofa;Pemda
2022;2;Papua;Kab. Biak Numfor;Bank Sampah Biak (BSB);BSI;A;461,36;461,10;0,00;54,75;401,50;4,85;0,00;Jl. Pasar Darfuar Biak;Kelurahan Brambaken;Distrik Samofa;Pemda
2022;2;Papua;Kota Jayapura;BANK SAMPAH INDUK JAYAPURA;BSI;A;57,82;48,50;0,00;0,00;48,50;0,00;0,00;Jalan Baru Walikota-Kodam;;;Pemda
2022;2;Papua Barat;Kab. Manokwari;Bank Sampah Induk DLHP Kab. Manokwari;BSI;A;365,00;365,00;0,00;0,00;365,00;0,00;0,00;Kantor Dinas Lingkungan Hidup dan Pertanahan Kab. Manokwari, Jl. Pahlawan No. 1;Sanggeng;Manokwari Barat;Pemda
2022;2;Papua Barat;Kab. Manokwari;Bank Sampah Induk DLHP Kab. Manokwari;BSI;A;365,00;365,00;0,00;0,00;365,00;0,00;0,00;Kantor Dinas Lingkungan Hidup dan Pertanahan Kab. Manokwari, Jl. Pahlawan No. 1;Sanggeng;Manokwari Barat;Pemda
2021;2;Aceh;Kab. Gayo Lues;Bank Sampah Seribu Bukit;BSI;A;1.095,00;365,00;0,00;0,00;365,00;0,00;0,00;Blangkejeren;;;Masyarakat
2021;2;Aceh;Kota Banda Aceh;Bank Sampah Induk Sadar Mandiri;BSI;A;1.132,08;1.117,48;0,00;0,00;1.117,48;0,00;0,00;Jl Tgk  Dianjong;kampung jawa;kuta raja;LSM
2021;2;Aceh;Kota Langsa;Bank Sampah Induk Srikandi;BSI;A;4,02;0,00;0,00;0,00;0,00;0,00;0,00;Jalan Prof. Majid Ibrahim No. 100;Matang Seulimeng;Langsa Barat;Masyarakat
2021;2;Sumatera Utara;Kab. Langkat;Bank Sampah Induk Stabat;BSI;A;726,35;722,70;0,00;0,00;722,70;0,00;0,00;Jl Karya Bakti;sidomulyo;stabat;Masyarakat
2021;2;Sumatera Utara;Kab. Langkat;Bank Sampah Induk Kuala;BSI;A;1.731,20;1.473,18;0,00;0,00;1.238,12;235,06;0,00;Jln Binjai Kuala  No 124;Bela Rakyat;Kuala;Masyarakat
2021;2;Sumatera Utara;Kab. Langkat;sumatera trash bank;BSI;A;438,00;423,04;0,00;0,00;423,04;0,00;0,00;bukit lawang;bahorok;bahorok;Masyarakat
2021;2;Sumatera Utara;Kab. Langkat;Bank Sampah Induk Stabat;BSI;A;726,35;722,70;0,00;0,00;722,70;0,00;0,00;Jl Karya Bakti;sidomulyo;stabat;Masyarakat
2021;2;Sumatera Utara;Kab. Langkat;Bank Sampah Induk Kuala;BSI;A;1.731,20;1.473,18;0,00;0,00;1.238,12;235,06;0,00;Jln Binjai Kuala  No 124;Bela Rakyat;Kuala;Masyarakat
2021;2;Sumatera Utara;Kab. Langkat;sumatera trash bank;BSI;A;438,00;423,04;0,00;0,00;423,04;0,00;0,00;bukit lawang;bahorok;bahorok;Masyarakat
2021;2;Sumatera Utara;Kab. Deli Serdang;BANK SAMPAH INDUK BERSERI;BSI;A;913,45;913,45;0,00;0,00;913,45;0,00;0,00;Jalan Inpres;;;Masyarakat
2021;2;Sumatera Utara;Kab. Deli Serdang;Bank Sampah Induk SUNGGAL MANDIRI;BSI;A;912,50;912,50;0,00;0,00;912,50;0,00;0,00;Bintang Terang Gg. Asem XVII;Muliorejo;Sunggal;Masyarakat
2021;2;Sumatera Utara;Kab. Asahan;Bank Sampah Srikandi;BSI;A;26.645,00;0,00;0,00;0,00;0,00;0,00;0,00;Jl. W.R. Supratman No. 13;Lestari;Kisaran Timur;Pemda
2021;2;Sumatera Utara;Kab. Asahan;Bank Sampah Srikandi;BSI;A;26.645,00;0,00;0,00;0,00;0,00;0,00;0,00;Jl. W.R. Supratman No. 13;Lestari;Kisaran Timur;Pemda
2021;2;Sumatera Utara;Kab. Toba;Bank Sampah Ias Toba;BSI;A;43,80;43,80;0,00;0,00;43,80;0,00;0,00;jl. Somba Debata No. 7 Balige;;;Pemda
2021;2;Sumatera Utara;Kab. Toba;Bank Sampah Ias Toba;BSI;A;43,80;43,80;0,00;0,00;43,80;0,00;0,00;jl. Somba Debata No. 7 Balige;;;Pemda
2021;2;Sumatera Utara;Kota Medan;BSI Sicanang;BSI;A;365,00;365,00;0,00;0,00;365,00;0,00;0,00;Jalan Kelapa Blok 21 Link 19;Kelurahan Belawan Sicanang;Medan Belawan;Masyarakat
2021;2;Sumatera Utara;Kota Medan;Bank Sampah Induk Bank Sampah Sektoral Sejahtera;BSI;A;1,83;1,83;0,00;0,00;1,83;0,00;0,00;Jalan Platina Lk. VII;Kelurahan Titi Papan;Medan Deli;Masyarakat
2021;2;Sumatera Utara;Kota Pematang Siantar;BANK SAMPAH INDUK KOTA PEMATANGSIANTAR;BSI;A;127,75;109,50;0,00;36,50;73,00;0,00;0,00;Jl. AMD (Komples Terminal Tanjung Pinggir);Tanjung Tongah;Siantar Martoba;Pemda
2021;2;Sumatera Utara;Kota Tebing Tinggi;Bank Sampah Induk BAJA;BSI;A;1.247,80;1.247,80;0,00;0,00;1.247,80;0,00;0,00;JL. Baja;Tebing Tinggi;Padang Hilir;LSM
2021;2;Sumatera Utara;Kota Tebing Tinggi;Bank Sampah Induk NEW KARYA MANDIRI;BSI;A;1.017,77;1.017,77;0,00;0,00;1.008,33;9,45;0,00;Jl. Bukit Bundar  LK 3;Lalang;Rambutan;LSM
2021;2;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah Induk HIGEMPAMA;BSI;A;401,50;401,50;0,00;0,00;401,50;0,00;0,00;Jl. Painan - Bengkulu;Painan Selatan;IV Jurai;Masyarakat
2021;2;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah Induk HIGEMPAMA;BSI;A;401,50;401,50;0,00;0,00;401,50;0,00;0,00;Jl. Painan - Bengkulu;Painan Selatan;IV Jurai;Masyarakat
2021;2;Sumatera Barat;Kab. Tanah Datar;Bank Sampah Induk ANISA;BSI;A;953,64;953,64;0,00;0,00;953,64;0,00;0,00;Baringin;Baringin;Lima Kaum;Masyarakat
2021;2;Sumatera Barat;Kab. Pasaman;Bank Sampah Induk UD ZAINAL;BSI;A;912,50;912,50;0,00;0,00;912,50;0,00;0,00;Jalan Bulakan -;Tanjung Beringin;Lubuk Sikaping;Masyarakat
2021;2;Sumatera Barat;Kab. Pasaman;Bank Sampah Induk UD ZAINAL;BSI;A;912,50;912,50;0,00;0,00;912,50;0,00;0,00;Jalan Bulakan -;Tanjung Beringin;Lubuk Sikaping;Masyarakat
2021;2;Sumatera Barat;Kota Padang;Bank Sampah Unit Panca Daya;BSI;A;475.595,00;475.595,00;0,00;0,00;433.620,00;41.975,00;0,00;Jl. ByPass Belakang Kantor Camat Kuranji;Kalumbuk;Kuranji;LSM
2021;2;Sumatera Barat;Kota Padang;Bank Sampah Induk Sakinah;BSI;A;912,50;894,25;0,00;0,00;883,30;10,95;0,00;jl Bukit Ngalau;Batu gadang;Lubuk Kilangan;Masyarakat
2021;2;Sumatera Barat;Kota Solok;Bank Sampah Hanasty;BSI;A;237,25;237,25;0,00;0,00;237,25;0,00;0,00;Jalan Teneng No.7;Tanah Garam;Lubuk Sikarah;Masyarakat
2021;2;Sumatera Barat;Kota Sawahlunto;BSI CEMARA;BSI;A;365,00;108,88;0,00;0,00;108,88;0,00;0,00;Zainuddin Tembak;Lubang Panjang;Barangin;Masyarakat
2021;2;Sumatera Barat;Kota Padang Panjang;Bank Sampah Induk Bank Sampah Sarunai;BSI;A;13,07;12,96;0,00;0,29;11,50;1,17;0,00;Jl. Ar Rasuli  RT 5;Ekor Lubuk;Padang Panjang Timur;LSM
2021;2;Sumatera Barat;Kota Payakumbuh;Bank Sampah Induk Usaha Damai;BSI;A;4.015,00;4.015,00;0,00;0,00;4.015,00;0,00;0,00;Jl. Imam Bonjol;Padang Datar Tanah Mati;Payakumbuh Barat;LSM
2021;2;Riau;Kab. Siak;Bank Sampah Induk Pelangi;BSI;A;1.376,05;1.376,05;0,00;0,00;1.376,05;0,00;0,00;Jl. Panglima Udan 03/02;Kampung rempak;Siak;Pemda
2021;2;Riau;Kota Pekanbaru;Bank Sampah Induk Bukit Hijau Berlian;BSI;A;53,37;51,84;0,00;0,00;51,84;0,00;0,00;Jl. HR Soebrantas Komplek Perkantoran Kecamatan Tampan;Simpang Baru;Tampan;Pemda
2021;2;Riau;Kota Pekanbaru;Bank Sampah Induk BERLIAN LABUAI;BSI;A;23,41;19,89;0,00;0,00;0,00;19,89;0,00;EMBUN PAGI NO. 44 001 / 005;TANGKERANG LABUAI;BUKIT RAYA;Pemda
2021;2;Riau;Kota Pekanbaru;Bank Sampah Induk DALANG COLLECTION;BSI;A;54,75;54,75;0,00;0,00;54,75;0,00;0,00;JL. TEMU RASA RT.03 RW.02;REJOSARI;TENAYAN RAYA;Masyarakat
2021;2;Riau;Kota Pekanbaru;Bank Sampah Induk HIJAU LESTARI TERUS;BSI;A;2.011,52;2.011,52;0,00;0,00;1.933,41;78,11;0,00;Jl. Rawamangun;;;Pemda
2021;2;Riau;Kota Dumai;UD KARYA WIRA;BSI;A;547,50;547,50;0,00;0,00;547,50;0,00;0,00;Jalan Berlian desa/lelurah mundam;;;LSM
2021;2;Jambi;Kab. Merangin;Bank Sampah Induk Jaya Berkah;BSI;A;219,00;200,75;0,00;0,00;200,75;0,00;0,00;Jl. Lintas Sumatera KM 4 Dusun Bangko rt13 rw05;Dusun Bangko;Bangko;LSM
2021;2;Jambi;Kab. Merangin;Bank Sampah Induk Kurnia Ilahi;BSI;A;182,50;153,30;0,00;0,00;153,30;0,00;0,00;Jl. Lintas Sumatera Dusun Bangko rt12 rw05;Dusun Bangko;Bangko;LSM
2021;2;Jambi;Kab. Merangin;Bank Sampah Induk Jaya Berkah;BSI;A;219,00;200,75;0,00;0,00;200,75;0,00;0,00;Jl. Lintas Sumatera KM 4 Dusun Bangko rt13 rw05;Dusun Bangko;Bangko;LSM
2021;2;Jambi;Kab. Merangin;Bank Sampah Induk Kurnia Ilahi;BSI;A;182,50;153,30;0,00;0,00;153,30;0,00;0,00;Jl. Lintas Sumatera Dusun Bangko rt12 rw05;Dusun Bangko;Bangko;LSM
2021;2;Jambi;Kab. Bungo;Bank Sampah Induk BANK SAMPAH SETIA BUDI;BSI;A;256,23;178,16;0,00;0,00;178,16;0,00;0,00;Jl. Lintas Sumatra Km. 4 RT 13 RW 05;Sungai Binjai;Bathin III;LSM
